"Provider"	"EventID"	"#"	"ValueHEX"	"ValueDEC"	"Name"	"Displayname"
"AESMService"	"0"	"0"	"0x0000000000000000"			
"Microsoft-Windows-WiFiNetworkManager"	"1609"	"1"	"0x0000000000000001"	"1, "	"S, "	
"Microsoft-Windows-Wallet"	"315"	"1"	"0x0000000000000002"	"2, "	"P, "	
"Microsoft-Windows-Kernel-Processor-Power"	"75"	"2"	"0x0000000000000003"	"2, 1, "	"Diag, Perf, "	", , "
"Microsoft-WindowsPhone-ConfigManager2"	"30"	"1"	"0x0000000000000004"	"4, "	"T, "	"T, "
"Microsoft-WindowsPhone-ConfigManager2"	"187"	"2"	"0x0000000000000005"	"4, 1, "	"Trace, Error, "	"Trace, Error, "
"Microsoft-WindowsPhone-ConfigManager2"	"56"	"2"	"0x0000000000000006"	"4, 2, "	"Trace, Performance, "	"Trace, Performance, "
"Microsoft-WindowsPhone-ConfigManager2"	"140"	"3"	"0x0000000000000007"	"4, 2, 1, "	"Trace, Performance, Error, "	"Trace, Performance, Error, "
"Microsoft-Windows-BrokerInfrastructure"	"24"	"1"	"0x0000000000000008"	"8, "	"P, "	
"Microsoft-Windows-Kernel-Boot"	"126"	"2"	"0x0000000000000009"	"8, 1, "	"PhysicalMemory, SoftRestart, "	", , "
"Microsoft-Windows-Kernel-Processor-Power"	"50"	"2"	"0x000000000000000a"	"8, 2, "	"Lpi, Diag, "	", , "
"Microsoft-Windows-ESE"	"114"	"1"	"0x0000000000000010"	"16, "	"S, "	"S, "
"Microsoft-Windows-Kernel-Processor-Power"	"70"	"2"	"0x0000000000000012"	"16, 2, "	"SleepStudy, Diag, "	", , "
"Microsoft-Windows-Kernel-PnP"	"209"	"1"	"0x0000000000000020"	"32, "	"P, "	
"Microsoft-Windows-ESE"	"143"	"2"	"0x0000000000000022"	"32, 2, "	"BF, Performance, "	"BF, Performance, "
"Microsoft-Windows-Kernel-EventTracing"	"19"	"1"	"0x0000000000000040"	"64, "	"E, "	"L, "
"Microsoft-Windows-Kernel-Processor-Power"	"109"	"2"	"0x0000000000000060"	"64, 32, "	"Profiles, Algorithm, "	", , "
"Microsoft-Windows-Kernel-Processor-Power"	"106"	"3"	"0x0000000000000064"	"64, 32, 4, "	"Profiles, Algorithm, PowerDiagnostics, "	", , , "
"Microsoft-Windows-Kernel-Processor-Power"	"111"	"1"	"0x0000000000000080"	"128, "	"P, "	
"Microsoft-Windows-Kernel-Processor-Power"	"64"	"2"	"0x0000000000000082"	"128, 2, "	"PerfDiag, Diag, "	", , "
"Microsoft-Windows-Kernel-Processor-Power"	"68"	"3"	"0x0000000000000083"	"128, 2, 1, "	"PerfDiag, Diag, Perf, "	", , , "
"Microsoft-Windows-Kernel-Processor-Power"	"113"	"1"	"0x0000000000000100"	"256, "	"E, "	
"Microsoft-Windows-Kernel-EventTracing"	"20"	"2"	"0x0000000000000110"	"256, 16, "	"ETW_KEYWORD_CAPTURE_STATE, ETW_KEYWORD_SESSION, "	", Session, "
"Microsoft-Windows-Kernel-EventTracing"	"24"	"2"	"0x0000000000000120"	"256, 32, "	"ETW_KEYWORD_CAPTURE_STATE, ETW_KEYWORD_PROVIDER, "	", Provider, "
"Microsoft-Windows-Application-Experience"	"910"	"1"	"0x0000000000000200"	"512, "	"D, "	
"Microsoft-Windows-Win32k"	"1001"	"1"	"0x0000000000000400"	"1024, "	"A, "	
"Microsoft-Windows-ESE"	"148"	"2"	"0x0000000000000420"	"1024, 32, "	"BFRESMGR, BF, "	"BFRESMGR, BF, "
"Microsoft-Windows-ESE"	"110"	"3"	"0x0000000000000422"	"1024, 32, 2, "	"BFRESMGR, BF, Performance, "	"BFRESMGR, BF, Performance, "
"Microsoft-Windows-Application-Experience"	"16101"	"1"	"0x0000000000000800"	"2048, "	"S, "	
"Microsoft-Windows-Kernel-EventTracing"	"25"	"2"	"0x0000000000000900"	"2048, 256, "	"ETW_KEYWORD_GROUP, ETW_KEYWORD_CAPTURE_STATE, "	", , "
"Microsoft-Windows-ESE"	"243"	"1"	"0x0000000000001000"	"4096, "	"J, "	"J, "
"Microsoft-Windows-ESE"	"167"	"1"	"0x0000000000002000"	"8192, "	"S, "	"S, "
"Microsoft-Windows-ESE"	"150"	"2"	"0x0000000000002020"	"8192, 32, "	"StallLatencies, BF, "	"StallLatencies, BF, "
"Microsoft-Windows-ESE"	"121"	"2"	"0x0000000000002080"	"8192, 128, "	"StallLatencies, LOG, "	"StallLatencies, LOG, "
"Microsoft-Windows-ESE"	"116"	"2"	"0x0000000000004010"	"16384, 16, "	"DataWorkingSet, Space, "	"DataWorkbccingSet, Space, "
"Microsoft-Windows-ESE"	"154"	"2"	"0x0000000000004020"	"16384, 32, "	"DataWorkingSet, BF, "	"DataWorkbccingSet, BF, "
"Microsoft-Windows-ESE"	"107"	"3"	"0x0000000000004420"	"16384, 1024, 32, "	"DataWorkingSet, BFRESMGR, BF, "	"DataWorkbccingSet, BFRESMGR, BF, "
"Microsoft-Windows-ESE"	"165"	"1"	"0x0000000000008000"	"32768, "	"I, "	"I, "
"Microsoft-Windows-Subsys-SMSS"	"22"	"1"	"0x0000000000010000"	"65536, "	"s, "	
"Microsoft-Windows-Kernel-PnP"	"502"	"1"	"0x0000000000200000"	"2097152, "	"D, "	
"Microsoft-Windows-Kernel-PnP"	"705"	"1"	"0x0000000000400000"	"4194304, "	"C, "	
"Microsoft-Windows-Kernel-PnP"	"820"	"1"	"0x0000000000800000"	"8388608, "	"E, "	
"Microsoft-Windows-Kernel-PnP"	"500"	"2"	"0x0000000001200000"	"16777216, 2097152, "	"ObjectLists, DevQuery, "	", , "
"Microsoft-Windows-Kernel-PnP"	"703"	"2"	"0x0000000001400000"	"16777216, 4194304, "	"ObjectLists, CfgMgr, "	", , "
"Microsoft-Windows-ESE"	"5000"	"1"	"0x0000000100000000"	"4294967296, "	"C, "	"C, "
"Microsoft-Windows-Win32k"	"2000"	"1"	"0x0000004000000000"	"274877906944, "	"P, "	
"Microsoft-Windows-Immersive-Shell"	"3157"	"1"	"0x0001000000000000"	"281474976710656, "	"w, "	"R, "
"Microsoft-Windows-Kernel-PnP"	"276"	"2"	"0x0001000000100000"	"281474976710656, 1048576, "	"win:ResponseTime, DriverDatabase, "	"Response Time, , "
"Microsoft-Windows-Kernel-Boot"	"28"	"1"	"0x0008000000000000"	"2251799813685248, "	"w, "	"S, "
"Microsoft-Windows-WMPNSS-Service"	"2148349718"	"1"	"0x0080000000000000"	"36028797018963968, "	"w, "	"C, "
"Microsoft-Windows-Win32k"	"427"	"1"	"0x0100000000000000"	"72057594037927936, "		
"Microsoft-Windows-Win32k"	"260"	"2"	"0x0100000100000000"	"72057594037927936, 4294967296, "	", Fonts, "	", , "
"Microsoft-Windows-Shell-AuthUI"	"65015"	"1"	"0x0200000000000000"	"144115188075855872, "		
"Microsoft-Windows-StorPort"	"512"	"2"	"0x0200000000000040"	"144115188075855872, 64, "	", DeviceState, "	", Device state, "
"Microsoft-Windows-Win32k"	"167"	"2"	"0x0200000010000000"	"144115188075855872, 268435456, "	", Contention, "	", , "
"Microsoft-Windows-Audio"	"44"	"1"	"0x0400000000000000"	"288230376151711744, "		
"Microsoft-Windows-Kernel-PnP"	"266"	"2"	"0x0400000000000020"	"288230376151711744, 32, "	", Performance, "	", , "
"Microsoft-Windows-Kernel-PnP"	"210"	"3"	"0x0400000000001020"	"288230376151711744, 4096, 32, "	", BootInit, Performance, "	", , , "
"Microsoft-Windows-Kernel-PnP"	"213"	"3"	"0x0400000000002020"	"288230376151711744, 8192, 32, "	", DriverLoad, Performance, "	", , , "
"Microsoft-Windows-Kernel-PnP"	"214"	"3"	"0x0400000000004020"	"288230376151711744, 16384, 32, "	", DriverUnload, Performance, "	", , , "
"Microsoft-Windows-Kernel-PnP"	"226"	"3"	"0x0400000000020020"	"288230376151711744, 131072, 32, "	", DriverInit, Performance, "	", , , "
"Microsoft-Windows-Win32k"	"86"	"2"	"0x0400000000200000"	"288230376151711744, 2097152, "	", ThreadInfo, "	", , "
"Microsoft-Windows-Win32k"	"60"	"2"	"0x0400000000400000"	"288230376151711744, 4194304, "	", MessagePump, "	", , "
"Microsoft-Windows-Win32k"	"150"	"2"	"0x0400000000800000"	"288230376151711744, 8388608, "	", MessagePumpInternalAndInput, "	", , "
"Microsoft-Windows-Win32k"	"184"	"2"	"0x0400000004000000"	"288230376151711744, 67108864, "	", PointerInput, "	", , "
"Microsoft-Windows-Win32k"	"63"	"3"	"0x0400000040400000"	"288230376151711744, 1073741824, 4194304, "	", ComponentHosting, MessagePump, "	", , , "
"Microsoft-Windows-Win32k"	"221"	"3"	"0x0400000040800000"	"288230376151711744, 1073741824, 8388608, "	", ComponentHosting, MessagePumpInternalAndInput, "	", , , "
"Microsoft-Windows-Win32k"	"426"	"3"	"0x0400000200400000"	"288230376151711744, 8589934592, 4194304, "	", NullMessages, MessagePump, "	", , , "
"Microsoft-Windows-Shell-AuthUI"	"45004"	"1"	"0x0800000000000000"	"576460752303423488, "		
"Microsoft-Windows-AppModel-Runtime"	"128"	"2"	"0x0800000000000001"	"576460752303423488, 1, "	", Process, "	", Process, "
"Microsoft-Windows-AppModel-Runtime"	"120"	"2"	"0x0800000000000002"	"576460752303423488, 2, "	", AppContainer, "	", AppContainer, "
"Microsoft-Windows-Windows Firewall With Advanced Security"	"2040"	"2"	"0x0800000000000010"	"576460752303423488, 16, "	", ut:AOAC, "	", , "
"Microsoft-Windows-StorDiag"	"513"	"2"	"0x0800000000000040"	"576460752303423488, 64, "	", FirmwareUpdate, "	", Storage Firmware Update, "
"Microsoft-Windows-StorPort"	"515"	"2"	"0x0800000000000100"	"576460752303423488, 256, "	", SMR, "	", Shingled Magnetic Recording Drive Operations, "
"Microsoft-Windows-Eventlog"	"100"	"2"	"0x0800000000020000"	"576460752303423488, 131072, "	", el:Availability, "	", Service availability, "
"Microsoft-Windows-Kernel-PnP"	"818"	"2"	"0x0800000000080000"	"576460752303423488, 524288, "	", DeviceConfig, "	", , "
"Microsoft-Windows-Kernel-PnP"	"274"	"2"	"0x0800000000100000"	"576460752303423488, 1048576, "	", DriverDatabase, "	", , "
"Microsoft-Windows-StorDiag"	"500"	"2"	"0x0800000000200000"	"576460752303423488, 2097152, "	", Read, "	", Read request, "
"Microsoft-Windows-StorDiag"	"501"	"2"	"0x0800000000400000"	"576460752303423488, 4194304, "	", Write, "	", Write request, "
